DATE_FROM;DATE_TO;GATE_OPEN_TIME;GATE_COSURE_TIME;ALLOCATION_DEADLINE;TENDER_TYPE;ROUND;TYPE_OF_RESERVES;PRODUCT;TOTAL_DEMAND_[MW];GERMANY_DEMAND_[MW];GERMANY_CORE_PORTION_[MW];50HERTZ_CORE_PORTION_[MW];AMPRION_CORE_PORTION_[MW];TENNET_CORE_PORTION_[MW];TRANSNETBW_CORE_PORTION_[MW]
22.08.2016;28.08.2016;12.08.2016 12:00;17.08.2016 15:00;17.08.2016 16:00;WA;1;SRL;POS_NT;2031;2031;0;0;0;0;0
29.08.2016;04.09.2016;19.08.2016 12:00;24.08.2016 15:00;24.08.2016 16:00;WA;1;SRL;NEG_HT;1962;1962;0;0;0;0;0
29.08.2016;04.09.2016;19.08.2016 12:00;24.08.2016 15:00;24.08.2016 16:00;WA;1;SRL;NEG_NT;1962;1962;0;0;0;0;0
29.08.2016;04.09.2016;19.08.2016 12:00;24.08.2016 15:00;24.08.2016 16:00;WA;1;SRL;POS_HT;2031;2031;0;0;0;0;0
29.08.2016;04.09.2016;19.08.2016 12:00;24.08.2016 15:00;24.08.2016 16:00;WA;1;SRL;POS_NT;2031;2031;0;0;0;0;0
05.09.2016;11.09.2016;26.08.2016 12:00;31.08.2016 15:00;31.08.2016 16:00;WA;1;SRL;NEG_HT;1962;1962;0;0;0;0;0
05.09.2016;11.09.2016;26.08.2016 12:00;31.08.2016 15:00;31.08.2016 16:00;WA;1;SRL;NEG_NT;1962;1962;0;0;0;0;0
05.09.2016;11.09.2016;26.08.2016 12:00;31.08.2016 15:00;31.08.2016 16:00;WA;1;SRL;POS_HT;2031;2031;0;0;0;0;0
05.09.2016;11.09.2016;26.08.2016 12:00;31.08.2016 15:00;31.08.2016 16:00;WA;1;SRL;POS_NT;2031;2031;0;0;0;0;0
12.09.2016;18.09.2016;02.09.2016 12:00;07.09.2016 15:00;07.09.2016 16:00;WA;1;SRL;NEG_HT;1962;1962;0;0;0;0;0
12.09.2016;18.09.2016;02.09.2016 12:00;07.09.2016 15:00;07.09.2016 16:00;WA;1;SRL;NEG_NT;1962;1962;0;0;0;0;0
12.09.2016;18.09.2016;02.09.2016 12:00;07.09.2016 15:00;07.09.2016 16:00;WA;1;SRL;POS_HT;2031;2031;0;0;0;0;0
12.09.2016;18.09.2016;02.09.2016 12:00;07.09.2016 15:00;07.09.2016 16:00;WA;1;SRL;POS_NT;2031;2031;0;0;0;0;0
19.09.2016;25.09.2016;09.09.2016 12:00;14.09.2016 15:00;14.09.2016 16:00;WA;1;SRL;NEG_HT;1962;1962;0;0;0;0;0
19.09.2016;25.09.2016;09.09.2016 12:00;14.09.2016 15:00;14.09.2016 16:00;WA;1;SRL;NEG_NT;1962;1962;0;0;0;0;0
19.09.2016;25.09.2016;09.09.2016 12:00;14.09.2016 15:00;14.09.2016 16:00;WA;1;SRL;POS_HT;2031;2031;0;0;0;0;0
19.09.2016;25.09.2016;09.09.2016 12:00;14.09.2016 15:00;14.09.2016 16:00;WA;1;SRL;POS_NT;2031;2031;0;0;0;0;0
26.09.2016;02.10.2016;16.09.2016 12:00;21.09.2016 15:00;21.09.2016 16:00;WA;1;SRL;NEG_HT;1962;1962;0;0;0;0;0
26.09.2016;02.10.2016;16.09.2016 12:00;21.09.2016 15:00;21.09.2016 16:00;WA;1;SRL;NEG_NT;1962;1962;0;0;0;0;0
26.09.2016;02.10.2016;16.09.2016 12:00;21.09.2016 15:00;21.09.2016 16:00;WA;1;SRL;POS_HT;2031;2031;0;0;0;0;0
26.09.2016;02.10.2016;16.09.2016 12:00;21.09.2016 15:00;21.09.2016 16:00;WA;1;SRL;POS_NT;2031;2031;0;0;0;0;0
03.10.2016;09.10.2016;23.09.2016 12:00;28.09.2016 15:00;28.09.2016 16:00;WA;1;SRL;NEG_HT;1907;1907;0;0;0;0;0
03.10.2016;09.10.2016;23.09.2016 12:00;28.09.2016 15:00;28.09.2016 16:00;WA;1;SRL;NEG_NT;1907;1907;0;0;0;0;0
03.10.2016;09.10.2016;23.09.2016 12:00;28.09.2016 15:00;28.09.2016 16:00;WA;1;SRL;POS_HT;1976;1976;0;0;0;0;0
03.10.2016;09.10.2016;23.09.2016 12:00;28.09.2016 15:00;28.09.2016 16:00;WA;1;SRL;POS_NT;1976;1976;0;0;0;0;0
10.10.2016;16.10.2016;30.09.2016 12:00;05.10.2016 15:00;05.10.2016 16:00;WA;1;SRL;NEG_HT;1907;1907;0;0;0;0;0
10.10.2016;16.10.2016;30.09.2016 12:00;05.10.2016 15:00;05.10.2016 16:00;WA;1;SRL;NEG_NT;1907;1907;0;0;0;0;0
10.10.2016;16.10.2016;30.09.2016 12:00;05.10.2016 15:00;05.10.2016 16:00;WA;1;SRL;POS_HT;1976;1976;0;0;0;0;0
10.10.2016;16.10.2016;30.09.2016 12:00;05.10.2016 15:00;05.10.2016 16:00;WA;1;SRL;POS_NT;1976;1976;0;0;0;0;0
17.10.2016;23.10.2016;07.10.2016 12:00;12.10.2016 15:00;12.10.2016 16:00;WA;1;SRL;NEG_HT;1907;1907;0;0;0;0;0
17.10.2016;23.10.2016;07.10.2016 12:00;12.10.2016 15:00;12.10.2016 16:00;WA;1;SRL;NEG_NT;1907;1907;0;0;0;0;0
17.10.2016;23.10.2016;07.10.2016 12:00;12.10.2016 15:00;12.10.2016 16:00;WA;1;SRL;POS_HT;1976;1976;0;0;0;0;0
17.10.2016;23.10.2016;07.10.2016 12:00;12.10.2016 15:00;12.10.2016 16:00;WA;1;SRL;POS_NT;1976;1976;0;0;0;0;0
24.10.2016;30.10.2016;14.10.2016 12:00;19.10.2016 15:00;19.10.2016 16:00;WA;1;SRL;NEG_HT;1907;1907;0;0;0;0;0
24.10.2016;30.10.2016;14.10.2016 12:00;19.10.2016 15:00;19.10.2016 16:00;WA;1;SRL;NEG_NT;1907;1907;0;0;0;0;0
24.10.2016;30.10.2016;14.10.2016 12:00;19.10.2016 15:00;19.10.2016 16:00;WA;1;SRL;POS_HT;1976;1976;0;0;0;0;0
24.10.2016;30.10.2016;14.10.2016 12:00;19.10.2016 15:00;19.10.2016 16:00;WA;1;SRL;POS_NT;1976;1976;0;0;0;0;0
31.10.2016;06.11.2016;21.10.2016 12:00;25.10.2016 15:00;25.10.2016 16:00;WA;1;SRL;NEG_HT;1907;1907;0;0;0;0;0
31.10.2016;06.11.2016;21.10.2016 12:00;25.10.2016 15:00;25.10.2016 16:00;WA;1;SRL;NEG_NT;1907;1907;0;0;0;0;0
31.10.2016;06.11.2016;21.10.2016 12:00;25.10.2016 15:00;25.10.2016 16:00;WA;1;SRL;POS_HT;1976;1976;0;0;0;0;0
31.10.2016;06.11.2016;21.10.2016 12:00;25.10.2016 15:00;25.10.2016 16:00;WA;1;SRL;POS_NT;1976;1976;0;0;0;0;0
07.11.2016;13.11.2016;28.10.2016 12:00;03.11.2016 15:00;03.11.2016 16:00;WA;1;SRL;NEG_HT;1907;1907;0;0;0;0;0
07.11.2016;13.11.2016;28.10.2016 12:00;03.11.2016 15:00;03.11.2016 16:00;WA;1;SRL;NEG_NT;1907;1907;0;0;0;0;0
07.11.2016;13.11.2016;28.10.2016 12:00;03.11.2016 15:00;03.11.2016 16:00;WA;1;SRL;POS_HT;1976;1976;0;0;0;0;0
07.11.2016;13.11.2016;28.10.2016 12:00;03.11.2016 15:00;03.11.2016 16:00;WA;1;SRL;POS_NT;1976;1976;0;0;0;0;0
14.11.2016;20.11.2016;04.11.2016 12:00;09.11.2016 15:00;09.11.2016 16:00;WA;1;SRL;NEG_HT;1907;1907;0;0;0;0;0
14.11.2016;20.11.2016;04.11.2016 12:00;09.11.2016 15:00;09.11.2016 16:00;WA;1;SRL;NEG_NT;1907;1907;0;0;0;0;0
14.11.2016;20.11.2016;04.11.2016 12:00;09.11.2016 15:00;09.11.2016 16:00;WA;1;SRL;POS_HT;1976;1976;0;0;0;0;0
14.11.2016;20.11.2016;04.11.2016 12:00;09.11.2016 15:00;09.11.2016 16:00;WA;1;SRL;POS_NT;1976;1976;0;0;0;0;0
21.11.2016;27.11.2016;11.11.2016 12:00;16.11.2016 15:00;16.11.2016 16:00;WA;1;SRL;NEG_HT;1907;1907;0;0;0;0;0
21.11.2016;27.11.2016;11.11.2016 12:00;16.11.2016 15:00;16.11.2016 16:00;WA;1;SRL;NEG_NT;1907;1907;0;0;0;0;0
21.11.2016;27.11.2016;11.11.2016 12:00;16.11.2016 15:00;16.11.2016 16:00;WA;1;SRL;POS_HT;1976;1976;0;0;0;0;0
21.11.2016;27.11.2016;11.11.2016 12:00;16.11.2016 15:00;16.11.2016 16:00;WA;1;SRL;POS_NT;1976;1976;0;0;0;0;0
28.11.2016;04.12.2016;18.11.2016 12:00;23.11.2016 15:00;23.11.2016 16:00;WA;1;SRL;NEG_HT;1907;1907;0;0;0;0;0
28.11.2016;04.12.2016;18.11.2016 12:00;23.11.2016 15:00;23.11.2016 16:00;WA;1;SRL;NEG_NT;1907;1907;0;0;0;0;0
28.11.2016;04.12.2016;18.11.2016 12:00;23.11.2016 15:00;23.11.2016 16:00;WA;1;SRL;POS_HT;1976;1976;0;0;0;0;0
28.11.2016;04.12.2016;18.11.2016 12:00;23.11.2016 15:00;23.11.2016 16:00;WA;1;SRL;POS_NT;1976;1976;0;0;0;0;0
05.12.2016;11.12.2016;25.11.2016 12:00;30.11.2016 15:00;30.11.2016 16:00;WA;1;SRL;NEG_HT;1907;1907;0;0;0;0;0
05.12.2016;11.12.2016;25.11.2016 12:00;30.11.2016 15:00;30.11.2016 16:00;WA;1;SRL;NEG_NT;1907;1907;0;0;0;0;0
05.12.2016;11.12.2016;25.11.2016 12:00;30.11.2016 15:00;30.11.2016 16:00;WA;1;SRL;POS_HT;1976;1976;0;0;0;0;0
05.12.2016;11.12.2016;25.11.2016 12:00;30.11.2016 15:00;30.11.2016 16:00;WA;1;SRL;POS_NT;1976;1976;0;0;0;0;0
12.12.2016;18.12.2016;02.12.2016 12:00;07.12.2016 15:00;07.12.2016 16:00;WA;1;SRL;NEG_HT;1907;1907;0;0;0;0;0
12.12.2016;18.12.2016;02.12.2016 12:00;07.12.2016 15:00;07.12.2016 16:00;WA;1;SRL;NEG_NT;1907;1907;0;0;0;0;0
12.12.2016;18.12.2016;02.12.2016 12:00;07.12.2016 15:00;07.12.2016 16:00;WA;1;SRL;POS_HT;1976;1976;0;0;0;0;0
12.12.2016;18.12.2016;02.12.2016 12:00;07.12.2016 15:00;07.12.2016 16:00;WA;1;SRL;POS_NT;1976;1976;0;0;0;0;0
19.12.2016;25.12.2016;09.12.2016 12:00;14.12.2016 15:00;14.12.2016 16:00;WA;1;SRL;NEG_HT;2250;2250;0;0;0;0;0
19.12.2016;25.12.2016;09.12.2016 12:00;14.12.2016 15:00;14.12.2016 16:00;WA;1;SRL;NEG_NT;2250;2250;0;0;0;0;0
19.12.2016;25.12.2016;09.12.2016 12:00;14.12.2016 15:00;14.12.2016 16:00;WA;1;SRL;POS_HT;1976;1976;0;0;0;0;0
19.12.2016;25.12.2016;09.12.2016 12:00;14.12.2016 15:00;14.12.2016 16:00;WA;1;SRL;POS_NT;1976;1976;0;0;0;0;0
26.12.2016;01.01.2017;16.12.2016 12:00;21.12.2016 15:00;21.12.2016 16:00;WA;1;SRL;NEG_HT;2250;2250;0;0;0;0;0
26.12.2016;01.01.2017;16.12.2016 12:00;21.12.2016 15:00;21.12.2016 16:00;WA;1;SRL;NEG_NT;2250;2250;0;0;0;0;0
26.12.2016;01.01.2017;16.12.2016 12:00;21.12.2016 15:00;21.12.2016 16:00;WA;1;SRL;POS_HT;1976;1976;0;0;0;0;0
26.12.2016;01.01.2017;16.12.2016 12:00;21.12.2016 15:00;21.12.2016 16:00;WA;1;SRL;POS_NT;1976;1976;0;0;0;0;0
26.12.2016;01.01.2017;16.12.2016 12:00;21.12.2016 15:00;21.12.2016 16:00;WA;1;SRL;NEG_HT;2250;2250;0;0;0;0;0
26.12.2016;01.01.2017;16.12.2016 12:00;21.12.2016 15:00;21.12.2016 16:00;WA;1;SRL;NEG_NT;2250;2250;0;0;0;0;0
26.12.2016;01.01.2017;16.12.2016 12:00;21.12.2016 15:00;21.12.2016 16:00;WA;1;SRL;POS_HT;1976;1976;0;0;0;0;0
26.12.2016;01.01.2017;16.12.2016 12:00;21.12.2016 15:00;21.12.2016 16:00;WA;1;SRL;POS_NT;1976;1976;0;0;0;0;0
02.01.2017;08.01.2017;23.12.2016 12:00;28.12.2016 15:00;28.12.2016 16:00;WA;1;SRL;NEG_HT;1832;1832;0;0;0;0;0
02.01.2017;08.01.2017;23.12.2016 12:00;28.12.2016 15:00;28.12.2016 16:00;WA;1;SRL;NEG_NT;1832;1832;0;0;0;0;0
02.01.2017;08.01.2017;23.12.2016 12:00;28.12.2016 15:00;28.12.2016 16:00;WA;1;SRL;POS_HT;1902;1902;0;0;0;0;0
02.01.2017;08.01.2017;23.12.2016 12:00;28.12.2016 15:00;28.12.2016 16:00;WA;1;SRL;POS_NT;1902;1902;0;0;0;0;0
09.01.2017;15.01.2017;30.12.2016 12:00;04.01.2017 15:00;04.01.2017 16:00;WA;1;SRL;NEG_HT;1832;1832;0;0;0;0;0
09.01.2017;15.01.2017;30.12.2016 12:00;04.01.2017 15:00;04.01.2017 16:00;WA;1;SRL;NEG_NT;1832;1832;0;0;0;0;0
09.01.2017;15.01.2017;30.12.2016 12:00;04.01.2017 15:00;04.01.2017 16:00;WA;1;SRL;POS_HT;1902;1902;0;0;0;0;0
09.01.2017;15.01.2017;30.12.2016 12:00;04.01.2017 15:00;04.01.2017 16:00;WA;1;SRL;POS_NT;1902;1902;0;0;0;0;0
16.01.2017;22.01.2017;06.01.2017 12:00;11.01.2017 15:00;11.01.2017 16:00;WA;1;SRL;NEG_HT;1832;1832;0;0;0;0;0
16.01.2017;22.01.2017;06.01.2017 12:00;11.01.2017 15:00;11.01.2017 16:00;WA;1;SRL;NEG_NT;1832;1832;0;0;0;0;0
16.01.2017;22.01.2017;06.01.2017 12:00;11.01.2017 15:00;11.01.2017 16:00;WA;1;SRL;POS_HT;1902;1902;0;0;0;0;0
16.01.2017;22.01.2017;06.01.2017 12:00;11.01.2017 15:00;11.01.2017 16:00;WA;1;SRL;POS_NT;1902;1902;0;0;0;0;0
23.01.2017;29.01.2017;13.01.2017 12:00;18.01.2017 15:00;18.01.2017 16:00;WA;1;SRL;NEG_HT;1832;1832;0;0;0;0;0
23.01.2017;29.01.2017;13.01.2017 12:00;18.01.2017 15:00;18.01.2017 16:00;WA;1;SRL;NEG_NT;1832;1832;0;0;0;0;0
23.01.2017;29.01.2017;13.01.2017 12:00;18.01.2017 15:00;18.01.2017 16:00;WA;1;SRL;POS_HT;1902;1902;0;0;0;0;0
23.01.2017;29.01.2017;13.01.2017 12:00;18.01.2017 15:00;18.01.2017 16:00;WA;1;SRL;POS_NT;1902;1902;0;0;0;0;0
30.01.2017;05.02.2017;20.01.2017 12:00;25.01.2017 15:00;25.01.2017 16:00;WA;1;SRL;NEG_HT;1832;1832;0;0;0;0;0
30.01.2017;05.02.2017;20.01.2017 12:00;25.01.2017 15:00;25.01.2017 16:00;WA;1;SRL;NEG_NT;1832;1832;0;0;0;0;0
30.01.2017;05.02.2017;20.01.2017 12:00;25.01.2017 15:00;25.01.2017 16:00;WA;1;SRL;POS_HT;1902;1902;0;0;0;0;0
30.01.2017;05.02.2017;20.01.2017 12:00;25.01.2017 15:00;25.01.2017 16:00;WA;1;SRL;POS_NT;1902;1902;0;0;0;0;0
06.02.2017;12.02.2017;27.01.2017 12:00;01.02.2017 15:00;01.02.2017 16:00;WA;1;SRL;NEG_HT;1832;1832;0;0;0;0;0
06.02.2017;12.02.2017;27.01.2017 12:00;01.02.2017 15:00;01.02.2017 16:00;WA;1;SRL;NEG_NT;1832;1832;0;0;0;0;0
06.02.2017;12.02.2017;27.01.2017 12:00;01.02.2017 15:00;01.02.2017 16:00;WA;1;SRL;POS_HT;1902;1902;0;0;0;0;0
06.02.2017;12.02.2017;27.01.2017 12:00;01.02.2017 15:00;01.02.2017 16:00;WA;1;SRL;POS_NT;1902;1902;0;0;0;0;0
13.02.2017;19.02.2017;03.02.2017 12:00;08.02.2017 15:00;08.02.2017 16:00;WA;1;SRL;NEG_HT;1832;1832;0;0;0;0;0
13.02.2017;19.02.2017;03.02.2017 12:00;08.02.2017 15:00;08.02.2017 16:00;WA;1;SRL;NEG_NT;1832;1832;0;0;0;0;0
13.02.2017;19.02.2017;03.02.2017 12:00;08.02.2017 15:00;08.02.2017 16:00;WA;1;SRL;POS_HT;1902;1902;0;0;0;0;0
13.02.2017;19.02.2017;03.02.2017 12:00;08.02.2017 15:00;08.02.2017 16:00;WA;1;SRL;POS_NT;1902;1902;0;0;0;0;0
20.02.2017;26.02.2017;10.02.2017 12:00;15.02.2017 15:00;15.02.2017 16:00;WA;1;SRL;NEG_HT;1832;1832;0;0;0;0;0
20.02.2017;26.02.2017;10.02.2017 12:00;15.02.2017 15:00;15.02.2017 16:00;WA;1;SRL;NEG_NT;1832;1832;0;0;0;0;0
20.02.2017;26.02.2017;10.02.2017 12:00;15.02.2017 15:00;15.02.2017 16:00;WA;1;SRL;POS_HT;1902;1902;0;0;0;0;0
20.02.2017;26.02.2017;10.02.2017 12:00;15.02.2017 15:00;15.02.2017 16:00;WA;1;SRL;POS_NT;1902;1902;0;0;0;0;0
27.02.2017;05.03.2017;17.02.2017 12:00;22.02.2017 15:00;22.02.2017 16:00;WA;1;SRL;NEG_HT;1832;1832;0;0;0;0;0
27.02.2017;05.03.2017;17.02.2017 12:00;22.02.2017 15:00;22.02.2017 16:00;WA;1;SRL;NEG_NT;1832;1832;0;0;0;0;0
27.02.2017;05.03.2017;17.02.2017 12:00;22.02.2017 15:00;22.02.2017 16:00;WA;1;SRL;POS_HT;1902;1902;0;0;0;0;0
27.02.2017;05.03.2017;17.02.2017 12:00;22.02.2017 15:00;22.02.2017 16:00;WA;1;SRL;POS_NT;1902;1902;0;0;0;0;0
06.03.2017;12.03.2017;24.02.2017 12:00;01.03.2017 15:00;01.03.2017 16:00;WA;1;SRL;NEG_HT;1832;1832;0;0;0;0;0
06.03.2017;12.03.2017;24.02.2017 12:00;01.03.2017 15:00;01.03.2017 16:00;WA;1;SRL;NEG_NT;1832;1832;0;0;0;0;0
06.03.2017;12.03.2017;24.02.2017 12:00;01.03.2017 15:00;01.03.2017 16:00;WA;1;SRL;POS_HT;1902;1902;0;0;0;0;0
06.03.2017;12.03.2017;24.02.2017 12:00;01.03.2017 15:00;01.03.2017 16:00;WA;1;SRL;POS_NT;1902;1902;0;0;0;0;0
13.03.2017;19.03.2017;03.03.2017 12:00;08.03.2017 15:00;08.03.2017 16:00;WA;1;SRL;NEG_HT;1832;1832;0;0;0;0;0
13.03.2017;19.03.2017;03.03.2017 12:00;08.03.2017 15:00;08.03.2017 16:00;WA;1;SRL;NEG_NT;1832;1832;0;0;0;0;0
13.03.2017;19.03.2017;03.03.2017 12:00;08.03.2017 15:00;08.03.2017 16:00;WA;1;SRL;POS_HT;1902;1902;0;0;0;0;0
13.03.2017;19.03.2017;03.03.2017 12:00;08.03.2017 15:00;08.03.2017 16:00;WA;1;SRL;POS_NT;1902;1902;0;0;0;0;0
20.03.2017;26.03.2017;10.03.2017 12:00;15.03.2017 15:00;15.03.2017 16:00;WA;1;SRL;NEG_HT;1832;1832;0;0;0;0;0
20.03.2017;26.03.2017;10.03.2017 12:00;15.03.2017 15:00;15.03.2017 16:00;WA;1;SRL;NEG_NT;1832;1832;0;0;0;0;0
20.03.2017;26.03.2017;10.03.2017 12:00;15.03.2017 15:00;15.03.2017 16:00;WA;1;SRL;POS_HT;1902;1902;0;0;0;0;0
20.03.2017;26.03.2017;10.03.2017 12:00;15.03.2017 15:00;15.03.2017 16:00;WA;1;SRL;POS_NT;1902;1902;0;0;0;0;0
27.03.2017;02.04.2017;17.03.2017 12:00;22.03.2017 15:00;22.03.2017 16:00;WA;1;SRL;NEG_HT;1832;1832;0;0;0;0;0
27.03.2017;02.04.2017;17.03.2017 12:00;22.03.2017 15:00;22.03.2017 16:00;WA;1;SRL;NEG_NT;1832;1832;0;0;0;0;0
27.03.2017;02.04.2017;17.03.2017 12:00;22.03.2017 15:00;22.03.2017 16:00;WA;1;SRL;POS_HT;1902;1902;0;0;0;0;0
27.03.2017;02.04.2017;17.03.2017 12:00;22.03.2017 15:00;22.03.2017 16:00;WA;1;SRL;POS_NT;1902;1902;0;0;0;0;0
03.04.2017;09.04.2017;24.03.2017 12:00;29.03.2017 15:00;29.03.2017 16:00;WA;1;SRL;NEG_HT;1846;1846;0;0;0;0;0
03.04.2017;09.04.2017;24.03.2017 12:00;29.03.2017 15:00;29.03.2017 16:00;WA;1;SRL;NEG_NT;1846;1846;0;0;0;0;0
03.04.2017;09.04.2017;24.03.2017 12:00;29.03.2017 15:00;29.03.2017 16:00;WA;1;SRL;POS_HT;1913;1913;0;0;0;0;0
03.04.2017;09.04.2017;24.03.2017 12:00;29.03.2017 15:00;29.03.2017 16:00;WA;1;SRL;POS_NT;1913;1913;0;0;0;0;0
10.04.2017;16.04.2017;31.03.2017 12:00;05.04.2017 15:00;05.04.2017 16:00;WA;1;SRL;NEG_HT;1846;1846;0;0;0;0;0
10.04.2017;16.04.2017;31.03.2017 12:00;05.04.2017 15:00;05.04.2017 16:00;WA;1;SRL;NEG_NT;1846;1846;0;0;0;0;0
10.04.2017;16.04.2017;31.03.2017 12:00;05.04.2017 15:00;05.04.2017 16:00;WA;1;SRL;POS_HT;1913;1913;0;0;0;0;0
10.04.2017;16.04.2017;31.03.2017 12:00;05.04.2017 15:00;05.04.2017 16:00;WA;1;SRL;POS_NT;1913;1913;0;0;0;0;0
17.04.2017;23.04.2017;06.04.2017 12:00;11.04.2017 15:00;11.04.2017 16:00;WA;1;SRL;NEG_HT;1846;1846;0;0;0;0;0
17.04.2017;23.04.2017;06.04.2017 12:00;11.04.2017 15:00;11.04.2017 16:00;WA;1;SRL;NEG_NT;1846;1846;0;0;0;0;0
17.04.2017;23.04.2017;06.04.2017 12:00;11.04.2017 15:00;11.04.2017 16:00;WA;1;SRL;POS_HT;1913;1913;0;0;0;0;0
17.04.2017;23.04.2017;06.04.2017 12:00;11.04.2017 15:00;11.04.2017 16:00;WA;1;SRL;POS_NT;1913;1913;0;0;0;0;0
24.04.2017;30.04.2017;14.04.2017 12:00;19.04.2017 15:00;19.04.2017 16:00;WA;1;SRL;NEG_HT;1846;1846;0;0;0;0;0
